wine_id,wine_name,wine_year,wine_type,wine_price,Beschreibung,wine_alcohol,wine_tastes,wine_country
134,BLEASDALE Frank Potts,2016,red,18.95,"Frank Potts war kein Mann, der zu zögerlichem Handeln neigte. Er krempelte einfach seine Ärmel hoch und erledigte den Job. Im Alter von neun Jahren trat Frank der britischen Royal Navy bei, und als er 1836 in Südaustralien ankam, war er bereits um die Welt gesegelt. Nachdem er Land am Bremer River gekauft hatte, pflanzte er Weinberge und baute sein Weingut auf. Generationen später ist es seine Arbeitsethik und sein dauerhaftes Vermächtnis, die jeden in Bleasdale antreiben. Ihm zu Ehren kreiert man eine ganz besondere Cuvée, die nach sorgfältiger Vinifizierung viele Monate in Oxhoft- und Puncheon-Fässern reift, davon 25 % neu. Die Wahl alter englischer Maßeinheiten für die Fässer ist typisch für Bleasdale und führt zu einem tiefroten Wein mit einem Duftpanorama, das rote Beeren (Schwarze Johannisbeeren, Brombeeren), Kernobst (Pflaume), florale Noten (Veilchen) und leichte Fassaromen (Vanille, Schoko) zeigt. Am Gaumen mit weit gefächerten Fruchtschichten, feinem Eichentannin, viel Struktur und einem beerenwürzigen Finale. Eine würdige Hommage an einen großen Mann.   ",14.09%,körperreich&vollmundig,Australien
135,BLEASDALE Bremerview Shiraz,2007,red,11.95,"Shiraz ist die Parade-Rebsorte aus Down Under und sorgt auch hier für einen ausdrucksstarken Wein, der mit seinem intensiven Duft nach Kirschkompott, reifen Pflaumen, Eukalyptus und schwarzen Waldfrüchten geradezu aus dem Glas springt. Am Gaumen spiegelt sich das intensive Erlebnis wider: gehaltvoll, reif und würzig mit langem Nachhall.",14.06%,körperreich&vollmundig,Australien
136,KAIKEN Ultra Cabernet Sauvignon,2013,red,13.95,"Der Cabernet Sauvignon Kaiken Ultra ist ein feines Beispiel dafür, wie ein rühriger Winemaker mit klug vinifizierten Weinen zu exzellenten Ergebnissen kommen kann. Denn es gab wahrlich leichtere Aufgaben, als in Argentinien einen neuen Cabernet Sauvignon zu lancieren. Doch Aurelio Montes stellte sich dieser großen Herausforderung und hat den Kaiken Ultra fest etabliert. Hat man die aktuelle Edition im Glas, die satte 12 Monate Ausbau in Barriques aus französischer Eiche reifte, weiß man auch, warum das so ist. Denn der Kaiken - ein wahrer Cabernet Sauvignon-Beau - zeigt auf bemerkenswerte Art, was in ihm steckt. Dem dunklen, fast schwarzen Violett, folgt ein stolzes Bouquet mit üppigen Beerennoten (Blaubeeren, Cassis, Brombeeren), exotischen Gewürzen (Süßholz, Muskatnuss), leichten Anklängen von dunkler Schokolade und einer perfekt eingearbeiteter Eichenholznote. Am Gaumen wie aus dem Bilderbuch eines New World-Cabs mit reifen, aber fühlbaren Tanninen, eminent saftiger Fruchtdichte, fein abgemessenem Holz und jenem energischen schwarzbeerigen Nachhall, den es so prägnant nur bei großen Cabernets gibt.",14.89%,körperreich&vollmundig,Argentinien
137,SURVIVOR Pinotage,2001,red,8.95,"Pinotage ist Südafrikas Parade-Rebsorte und besitzt einen unnachahmlichen Charakter. Der Survivor ist ein prächtiges Beispiel für das Potenzial von Pinotage und lädt schon mit seiner dichten purpurroten Farbe zum ersten Schluck ein. Beim üppigen Bouquet übernehmen zuerst die Kräuternoten das Kommando. Im zweiten Anlauf öffnet sich dann die Fruchtseite mit Kirschen, schwarzen Pflaumen und frischen Datteln. Am Gaumen verblüfft das ausgereifte Tanningerüst, die feste Struktur und die große Frische, während der Nachhall noch Potenzial zur Reife zeigt. Ein super Wein zu einem raffinierten Barbecue.",14.49%,mittelkräftig&ausgewogen,Südafrika
138,BEYERSKLOOF Synergy,2020,red,12.5,"Der Beyerskloof Synergy Cape Blend gehört zum Reserve-Sortiment des Guts, kombiniert klassische europäische Rebsorten mit Pinotage und vereint so Neue Welt und Alte Welt. Synergien eben! Der Wein, der 12-14 Monate in französischen Fässern reifte, startet mit einer intensiven, dunkelroten Farbe mit schönem, rubinrotem Rand. Der vielschichtige Duft zeigt Noten nach roten Früchten (Kirschen, Himbeeren), die dann einem Hauch von Zedernholz und Röstnoten weichen. Am Gaumen mit einem schwarzfruchtigen Start, dem eine große, saftige Fülle folgt, die von runden, reifen Tanninen gestützt wird. Im Nachhall mit großer Ausgewogenheit und Länge. Ein New World - Old World - Meeting, das Akzente setzt. ",14.18%,körperreich&vollmundig,Südafrika
139,SURVIVOR Pinotage Reserve,2018,red,26,"Sie gilt als die große eigenständige Rebsorte Südafrikas: Pinotage! Und sie ist alles andere als ein leicht zu erziehendes Kind, fordert sie doch exzellentes Terroir und viel Pflege im Weinberg. Wenn aber ein Pinotage-Flüsterer wie Ben Snyman sich des Themas annimmt und einen Pinotage in Reserve-Qualität erzeugt (18 Monate Ausbau in französischer Eiche!), dann entsteht ein unvergleichbarer Wein. Mit dichtem, dunklem Purpur geht es los. Das originelle, vielschichtige Bouquet duftet nach schwarzen Beeren, Quittengelee und Walderdbeeren, genial ergänzt von einem kühlen Hauch Schiefermineralität. Am Gaumen elegant, ausgewogen und mit reifer Tanninstruktur, während der Nachhall komplex, voluminös und leicht rauchig ist. Wer dem Geheimnis Pinotage auf den Grund gehen möchte, dem sei diese Reserve empfohlen, die exzellent zu Lamm und Wild passt.",14.00%,körperreich&vollmundig,Südafrika
140,BRAZIN Lodi Old Vine Zinfandel,2007,red,13.95,"„Er ist so kühn und intensiv, dass er gefährlich gut ist.“, das ist der Tenor von Cheryl Indelicato, der Macher des Brazin. Und in der Tat, Cheryls Zinfandel ist gewiss nichts für Beaujolais-Trinker, sondern ein kerniges kalifornisches Kraftpaket. Dies gilt natürlich erst recht für seinen Old Vine-Zinfandel, (35-80 Jahre alte Rebstöcke) den er mit Augenzwinkern auch (B)old Vine Zin nennt. (Bold = Fett). Und so muss er sein, ein klassischer Zin aus Lodi, der berühmtesten Region für diese Rebsorte in Kalifornien. Mit einer tief purpurroten Farbe, die schon große Lust auf den ersten Schluck macht, fließt er ins Glas. Das enorm weitgefächerte Bouquet duftet intensiv nach orientalischen Gewürzen, Mokka, schwarzen Pflaumen, Edel-Schokolade, Bourbon-Vanille und Toast. Am Gaumen mit bestens gereiften Tanninen, einzigartigem Zinfandel-Schmelz, satter Fass-Frucht-Aromatik und einem kräftigen Nachhall, der nochmal viel dunkle Frucht aufweist. Ein super Wein zu einem US-BBQ.",14.81%,körperreich&vollmundig,USA
141,CREST Syrah,2011,red,12.5,"Syrah hat in Washington State einen eindruckvollen Werdegang hinter sich und hat sich mittlerweile nach Merlot und Cabernet Sauvignon als dritte Größe im Westküstenstaat etabliert. Wie man unschwer beim Columbia Crest ""erschmecken"" kann. Schon wie er mit seiner dunkelroten Farbe ins Glas fließt, nötigt Respekt ab. Das reiche Bouquet offenbart Aromen von reifen Kirschen, Heidelbeeren und dunkler Schokolade, alles klug ergänzt mit einer zarten Note von mediterranen Kräutern. Am Gaumen ebenso überzeugend, mit feinreifen Tanninen, hervorragend eingearbeiteter Weinsäure, viel Frucht, sämiger Textur und einer ordentlichen Länge im Finale !",14.46%,körperreich&vollmundig,USA
142,ZANTHO Zweigelt,2007,red,7.95,"Sie ist eine der populärsten Rebsorten Österreichs: Zweigelt! Liegt das vielleicht daran, dass sie zwei berühmte Eltern hat? Denn sie erblickte 1922 die Welt, als Kreuzung aus Saint Laurent und Blaufränkisch. Und wie immer, wenn man aus einem guten Elternhaus stammt und die Erziehung stimmt, kommt etwas Gutes dabei heraus. Der Zantho Zweigelt zeigt alles, was diese Rebsorte so beliebt macht. Schon das unglaublich tiefe Rot lässt die Spannung steigen. Das reiche Bouquet weist tiefe Fruchtaromatik auf: Schwarzkirschen, reife Zwetschgen und dunkel Waldbeeren geben sich ein Stelldichein. Am Gaumen paart sich saftige Frucht mit feiner Würze, gut eingebundene Weinsäure mit feinreifen Tanninen. Das Finale erstaunlich lang und voll. Ein toller Allrounder zur ländlichen Küche und natürlich auch sehr gut zu einem herzhaften Abendbrot passend.",13.43%,mittelkräftig&ausgewogen,Österreich
143,UNGER Donauschotter,2018,red,12.5,"Andreas Unger und Blauer Zweigelt, das ist eine wahre Liebeshochzeit. Wie kein Zweiter versteht der junge Österreicher, das ganze Potenzial der Rebsorte freizulegen. Sein Donauschotter brilliert mit einer tiefdunklen Farbe mit violettem Saum, einem tollen, explosiven Bouquet nach Kirschen, Blaubeeren und Röstaromen und einem samtigen, weichen Gaumengefühl mit reifen Tanninen und lange Präsenz im Nachhall. Zweigelt, wie er sein muss! ",13.40%,mittelkräftig&ausgewogen,Österreich
144,UNGER Distelwiese,2017,red,29.9,"Hundertprozentiger Zweigelt, wie aus dem Bilderbuch für hochwertige Versionen dieser ur-österreichischen Rebsorte. Und hier wurden alle Register gezogen: Händische Lese, Fermentation in offenen Bottichen und ein zweijähriger Ausbau in kleinen französischen Eichenfässern. Das Resultat ist purer Rotwein-Wahnsinn: Der fast schwarzen Farbe folgt ein intensives Bouquet nach schwarzen Kirschen, reifen Brombeeren und Schwarze Johannisbeeren, alles kunstvoll komplettiert mit Edelholz und Kräuterwürze. Am Gaumen exzellente Balance zwischen betörender Frucht, reifen Tanninen und würzigen Holznoten zeigend. Im Nachhall lang und länger. Großartig!",13.70%,körperreich&vollmundig,Österreich
145,LE TAPIE Blanc,2006,white,4.6,"Preis-Qualitäts-Riese mit einer wunderbar frischen Fruchtaromatik: da findet man Zitrusfrüchte, grünen Apfel, Kiwi und Stachelbeere. Am Gaumen köstlich-fruchtig, sehr animierend und mit hoher Fließgeschwindigkeit. Ein Allrounder und sehr gut zur vegetarischen, veganen und asiatischen Küche passend. ",11.40%,aromatisch&fruchtbetont,Frankreich
146,FONFILE Chardonnay,2010,white,4.85,"Alles dran, was ein Chardonnay haben soll: viel Aroma nach gelben Früchten wie Birne und reife Ananas, dazu Buttercreme. Im Mund schön füllig, cremig und würzig. Unschlagbares Preis-Genuss-Verhältnis !",13.05%,zartfruchtig&frisch,Frankreich
147,DOMAINE PUGIBET Le Blanc,2009,white,5.75,"Federleichter Sauvignon mit erstaunlich reicher Aromenfülle: Da findet man reife Grapefruit, Limette und feine Kräuter, am Gaumen gleichzeitig mit saftiger Frucht und cremigem Trinkfluss. Und das alles bei nur 9 % Alkohol. Chapeau für diesen köstlichen Weißwein!",9.41%,aromatisch&fruchtbetont,Frankreich
148,CAZAL VIEL Chardonnay-Viognier,2001,white,5.85,"Viognier trifft Chardonnay! Und das sorgt für einen außergewöhnlichen Wein mit intensivem Aroma nach reifer Banane, Orangenblüte und wohlduftender Frühlingswiese. Am Gaumen cremig-saftig, tolle Balance aus feiner Frucht und eleganter Weinsäure, Klasse-Nachhall mit großer Länge. Perfekt zu Fischfilets mit sahnigen Saucen. ",13.05%,aromatisch&fruchtbetont,Frankreich
149,CAZAL VIEL Sauvignon Blanc,2013,white,5.9,"Sauvignon Blanc pur! Schon die hellgrüne Farbe macht Appetit auf das erste Glas. Das Aroma-Rad verführt mit exotischen Früchten wie Mango, Papaya und Limone, am Gaumen überzeugt der Wein mit perfekt ausbalancierter Frucht und einem frischen, spritzigen Nachhall, der von lebhafter Weinsäure geprägt ist. Ein super Wein zu Salaten, asiatischen Gerichten, Fisch und Pasta mit Pesto.",12.04%,aromatisch&fruchtbetont,Frankreich
150,JURANÇON Grain Sauvage Sec,2014,white,5.95,"Jurançon Blanc Sec gehört zu jenen altehrwürdigen Weißweinen Frankreichs, die obwohl sie eigentlich Klassiker sind, gleichwohl als Geheimtipp gelten. Denn sie stehen immer ein wenig im Schatten berühmterer Appellationen. Zu Unrecht, wie dieser Vin Blanc aus 100 % Gros Manseng, der wichtigsten Rebsorte im Jurançon, zeigt. Helles Gelbgrün macht den vielversprechenden Auftakt. Das finessenreiche Bouquet duftet nach frischen Früchten, Farn, Ginster und weißen Blüten, am Gaumen charakterstark und individuell, mit rassiger Struktur, balancierten Körper und langanhaltendem Nachhall. Viel guter Weißwein für kleines Geld.  ",13.47%,aromatisch&fruchtbetont,Frankreich
151,CÔTÉ MAS Sauvignon Blanc,2018,white,5.95,"Alles, was Jean-Claude Mas in die Hand nimmt, führt zu einem guten Resultat. Sein Sauvignon Blanc im stylischem Design macht da keine Ausnahme. Nach einem hellgrünen Start in der Farbe, wartet der Wein mit klassischen Sauvignon Blanc-Aromen auf: roter Apfel, exotische Frucht und Stachelbeere treffen auf zartwürzige Nuancen nach mediterranen Kräutern. Am Gaumen saftig, spritzig, fruchtig und elegant. Ganz hoher Spaß-Faktor und dazu ein Hingucker auf jeder Tafel.",12.48%,aromatisch&fruchtbetont,Frankreich
152,LA CABANE DU GASCON Blanc,2021,white,5.95,"Sauvignon Blanc und die Plaimont Producteurs… Das passt! Die Gascogner haben atlantische Frische im Blut und das merkt man auch diesem Wein an. Die helle, grüngelbe Farbe deutet noch nicht auf das köstliche Aromen-Gewitter hin, das dann die Nase begeistert. Es duftet nach klassischen Noten mit Stachelbeere und Marajuca, dazu kommen Apfel und Birne, alles mit einem leichten Touch frischer Kräuter garniert. Auch am Gaumen dominiert frische Frucht bei einer gezügelten Weinsäure und großem Trinkfluss. Nicht zufällig einer der beliebtesten Sauvignon Blanc seiner Preisklasse.  ",11.36%,aromatisch&fruchtbetont,Frankreich
153,CHÂTEAU LE RAZ Le Dauphin,2013,white,6.2,"Fruchtsüße Weine haben eine lange Tradition im Bergerac und das merkt man dem Château le Raz an, denn sein ausbalanciertes Wechselspiel zwischen Weinsäure und Fruchtsüße ist beeindruckend genau wie sein expressives Bouquet nach exotischen Früchten wie Ananas und Papaya, begleitet von Honigmelone, Pfirsich und Williamsbirne. Am Gaumen strotzt der Wein ebenso vor Frucht, der Nachhall dann cremig-süffig. Sollte immer sehr gut gekühlt serviert werden!",12.74%,aromatisch&fruchtbetont,Frankreich
154,DOMAINE BOSQUET Chardonnay,2004,white,6.7,"Stilvoller Chardonnay, der obwohl aus dem Süden Frankreichs stammend, ganz dem Burgunder-Ideal entspricht. Das Duftrad weist neben Pfirsich, Mirabelle und etwas Apfel, auch Röstaromen wie Haselnüsse, Butter und Vanille vom teilweisen Ausbau im Fass auf. Am Gaumen ist der Wein harmonisch, rund und füllig mit saftigem Finale. Ein sehr guter Wein zu buttrigen oder sahnigen Saucen.",12.62%,körperreich&vollmundig,Frankreich
155,SAINT-PEYRE Picpoul de Pinet,2021,white,6.8,"Picpoul de Pinet hat eine atemberaubende Karriere hinter sich und ist oft erste Wahl zu Muscheln, Austern und Meeresfüchten. Kein Wunder, duftet er doch aromatisch nach Zitrusfrüchten, gelben Blüten und grünem Gras und erweist sich am Gaumen mit seiner rassig-fruchtigen Art als unwiderstehlicher Frische-Gruß aus dem Süden Frankreichs!",13.18%,zartfruchtig&frisch,Frankreich
156,LES FUMÉES BLANCHES Blanc,2008,white,6.8,"Kaum ein Winzer kann Sauvignon Blanc so gut wie François Lurton, sein Fumées Blanches brilliert mit intensiven Aromen nach grünem Apfel, Limette und reifer Quitte. Am Gaumen saftig, knackig, fruchtintensiv und mit erstaunlich feiner Struktur.",11.90%,aromatisch&fruchtbetont,Frankreich
157,DOMAINE DE LA QUILLA Muscadet,2019,white,6.95,"Muscadet ist wohl derjenige, der klassischen französischen Weißweine, der derzeit nicht annähernd die Aufmerksamkeit bekommt, die er verdient. Das war nicht immer so. Noch bis weit in die 1990er Jahre kam kaum ein Bistro, ein Restaurant oder eine Weinbar ohne einen Muscadet aus. Liegt es daran, dass er anders als andere niemals seinen knochentrockenen Charakter geändert hat? Jedenfalls sei all denen eine Muscadet empfohlen, die Fisch und Meeresfrüchten lieben und beim Essen einen Wein ohne lästige Fruchtsüße suchen. Der Domaine de la Quila ist ein Archetyp des Muscadets. Der blassgelben Farbe folgt ein Duftpanorama mit grünem Apfel, Zitrusfrüchten, floralen und mineralischen Anklängen. Am Gaumen rassig, frisch, schlank und elegant, der Nachhall herzhaft, lebendig und jugendlich. Dazu ein Fisch vom Grill oder frische Austern... Köstlich!",11.93%,zartfruchtig&frisch,Frankreich
158,DOMAINE DU CLOS DU BOURG,2019,white,7.1,"Er gehört unter Insidern zu den Geheimtipp-Weißweinen: der Sauvignon Blanc der Appellation Touraine. Das mag zum einen an seiner Verwandtschaft zum Sancerre liegen, aber auch daran, dass Weingüter wie Le Clos du Bourg in den letzten Jahren das Qualtätsniveau enorm gesteigert haben. Dabei ist Sauvignon Blanc pur herausgekommen: viril, saftig und mit einem unglaublich facettenreichen Spiel. Von der strohgelben Farbe über das Bouquet mit Zitrus, Stachelbeeren und exotischen Früchten, der erstaunlichen Präsenz am Gaumen mit herrlich frischer Weinsäure, bis zum glockenklaren Finale ist alles wie aus einem Guss. Ganz viel Wein für ganz kleines Geld.",11.92%,aromatisch&fruchtbetont,Frankreich
159,LE BLANC DE MONSIEUR HENRI,2012,white,7.2,"Exotische Früchte wie Ananas und Grapefruit treffen in diesem spritzigen Wein auf grüne Noten von Stachelbeere, Limettenzeste und gelbem Steinobst. Ein echter Gaumenschmeichler, der sich cremig, fruchtig und weich, mit einem dezent fruchtsüßem Touch im Nachklang zeigt.",11.73%,aromatisch&fruchtbetont,Frankreich
160,JEAN GEILER Pinot Blanc,2012,white,7.25,"Er steht ein wenig hinter seinen berühmteren Geschwistern Pinot Gris, Chardonnay und Pinot Noir im Schatten: der Pinot Blanc, in Deutschland als Weißburgunder bekannt. Andererseits besitzt er eine feste Fan-Gemeinde. Zu Recht, denn diese Rebsorte bringt elegante, feingliedrige Weine hervor, die sich sehr gut als Essensbegleiter anbieten. Ein typisch Elsässer Vertreter ist der Jean Geiler. Mit seiner gelbgrünen Farbe, dem dezenten Duft nach grünen Birnen, gelbem Kernobst und Mandeln, seiner feinfruchtigen, ausgewogenen und cremigen Art und dem von dezenter Weinsäure geprägten Nachhall, ist er in der Tat ein vielseitig einsetzbarer Wein. ",12.68%,aromatisch&fruchtbetont,Frankreich
161,CHÂTEAU BONNET Blanc,2015,white,7.95,"Es ist noch nicht so lange her, da gehörte ein Entre-deux-Mers auf jede ordentliche Weinkarte, war er doch ein verlässlich guter, trockener weißer Bordeaux. In den letzten Jahren ist es ein wenig still um diesen Klassiker aus Frankreich geworden, eigentlich erstaunlich, war er doch noch nie so gut wie jetzt. Einer der Protagonisten eines qualitativ hochwertigen Entre-deux-Mers ist Château Bonnet, seit 1974 ununterbrochen im Sortiment von Jacques’! Und auch die aktuelle Edition, die von Sauvignon Blanc dominiert wird, zeigt auf, warum das so ist. Die strohgelbe Farbe macht den Auftakt. Das intensive Bouquet duftet nach Limette und Grapefruit, verfeinert mit den klassischen Aromen nach Stachelbeeren und roten Äpfeln. Am Gaumen aromatisch, knackig, mit feiner Mineralität und herrlicher Frucht. Auch der Nachhall strotzt nur so vor Frische. Zuverlässigkeit pur und ein Klasse-Wein zu Fisch, Meeresfrüchten und knackigen Salaten.",12.31%,aromatisch&fruchtbetont,Frankreich
162,PAUL MAS Vignes de Nicole Blanc,2016,white,8.2,"Jean-Claude Mas schuf mit dieser kühnen Cuvée aus Viognier und fassgereiftem Chardonnay einen wahren Preis-Qualitäts-Riesen. Das Aroma nach Mango und Baby-Banane verbindet sich mit feinen Holznoten wie Butter, Karamell und Vanille. Am Gaumen stoffig, rund um samtig. Ideal zu Krustentieren, Fisch und weißem Fleisch.",13.64%,körperreich&vollmundig,Frankreich
163,MONTAGNY Vieilles Vignes,2003,white,9.95,"Denkt man an Burgunder, dann glaubt man umgehend, es mit einem kostspieligen Wein zu tun zu haben. Doch das geht auch anders, wie die rührigen Vignerons de Buxy mit ihrem exzellenten Montagny Vieilles Vignes eindrucksvoll beweisen. Dieser klassische Chardonnay mit seiner gelbgrünen Farbe im Glas, den Noten nach reifer Birne, rotem Apfel, Honigmelone und mineralischen Anklängen und seinem schlanken, würzigen und feinfruchtigen Mundgefühl ist Burgunder pur und doch für jedermann erschwinglich.",12.94%,körperreich&vollmundig,Frankreich
164,Ferrandière Grand Vin Blanc,2015,white,9.95,"Es ist Winzern wie Jean-Claude Mas zu verdanken, dass das Languedoc wieder in einem Atemzug mit anderen großen Weinregionen Frankreichs genannt wird. Aus gutem Grund. denn wie ein Besessener schraubt er die Qualität seit Jahren immer weiter nach oben. Besonders erfreulich dabei ist die Tatsache, dass auch die  Weißweine ein Niveau erreicht haben, das staunend macht. Weine, wie der Grand Vin Blanc seiner Domaine Ferrandière. Die leicht vom Holz geküsste Cuvée aus Chardonnay, Viognier und Pinot Gris taucht in einem leuchtenden Goldgelb mit strohgelben Reflexen ins Glas ein. Das elegante Bouquet spannt den Bogen über tropische Früchte, reifen Pfirsich und weißen Blüten hin zu Noten von Vanille und Toast. Am Gaumen reichhaltig, der Wein wahrt eine schöne Balance zwischen Frucht und Mineralität, zeigt cremigen Schmelz und einen erstaunlich profunden Nachklang. Ein exzellenter Begleiter zu Meeresfrüchten, gegrilltem Fisch und sahnigen vegetarischen Rezepten. ",13.05%,körperreich&vollmundig,Frankreich
165,JURANÇON Pavillon Royal Doux,2021,white,10.4,"Er fliegt seit Jahr und Tag ein wenig unter dem Radar im Geschwader der großen alten Süßweine der Grande Nation: der Jurançon! Das mag daran liegen, dass die Region, aus der er stammt, der Südwesten Frankreichs unweit der Pyrenäen, nicht die Heimat ausgeklügelter Marketingstrategien ist. Seiner Qualität tut dies keinen Abbruch. Im Gegenteil! So präsentiert sich auch der Pavillon Royal in einem satten Goldgelb in der Farbe. Das Bouquet dieser klassischen Cuvée aus Gros Manseng und Petit Manseng liefert eine reiche Duftpalette mit deutlichen Noten von Blütenhonig, reifem Pfirsich und gelben Blüten. Am Gaumen cremig, füllig, rund, dabei saftig und harmonisch, der Nachhall intensiv und lang, mit ausgewogenem Fruchtsüße-Weinsäure-Spiel. Perfekt zu Desserts und Blauschimmelkäse. ",11.94%,körperreich&vollmundig,Frankreich
166,DOMAINE DE REUILLY,2018,white,11.7,"Reuilly gehört zu den Big Five der bekannten, von Sauvignon Blanc dominierten Appellationen an der Loire, besitzt aber neben den berühmten Pouilly-Fumé und Sancerre, ähnlich wie Menetou-Salon und Quincy einen Geheimtipp-Status. Das hat den Vorteil, das bei vergleichbarer Qualität, die Preise geerdet bleiben. Und in der Tat: für die Güte, die der Domaine de Reuilly liefert, müsste man bei einem Sancerre sicher noch was drauf packen. Das Vergnügen startet mit einer blassgoldenen Farbe, der eine aromatische Intensität mit Zitrusfrüchten, weißen Blumen und exotischen Früchten folgt. Am Gaumen komplex, mineralisch und mit guter Konzentration, der Nachhall lang und aromatisch. Sauvignon Blanc à la bonne heure!",13.29%,aromatisch&fruchtbetont,Frankreich
167,VIEIL ARMAND Gewurztraminer,2020,white,11.7,"Klassischer Elsässer Gewürztraminer mit wunderbar feinem Rosen-Duft, das mit Orangenblüten und MIrabellen stilvoll ergänzt wird. Am Gaumen opulent, würzig, dabei vielschichtig und tiefgründig, und einen phänomenal langen Nachhall zeigend. Perfekt zu Creme Brûlée, feinem Marzipan oder Desserts mit Orangen.",14.54%,aromatisch&fruchtbetont,Frankreich
168,CHÂTEAU PAUL MAS Belluguette,2016,white,11.95,"Der Belluguette ist eine Hommage an Jean-Claude Mas' Heimat. Denn hier assembliert er vier weiße Rebsorten, die charakteristisch sind für den Süden Frankreichs: Grenache Blanc, Vermentino, Roussanne und Viognier. Der Ausbau der Rebsorten und deren Anteile in der Cuvée variieren, doch reift ein Teil des Weins grundsätzlich vier Monate in amerikanischer (1/3) und französischer Eiche (2/3). Die aktuelle Edition ist prächtig gelungen, schon die brillante, grüngelbe Robe macht Lust auf den ersten Schluck. Das Bouquet zeigt sich sehr differenziert mit Fruchtnoten nach Mango, gelben Blüten und Orangenschale, stilvoll komplettiert mit leichten Röstaromen und Vanille vom Fass. Am Gaumen bietet der Wein ein fülliges, cremiges. von seidiger Textur geprägtes Bild, der Nachhall glänzt mit spektakulärer Länge. Ein Vin blanc méditerranée, der begeistert! Und der exzellent zu feinen Fischen wie Seeteufel, Wolfsbarsch oder Thunfisch passt. ",13.88%,körperreich&vollmundig,Frankreich
169,LURTON Diane Sauvignon Blanc,2012,white,12.95,"Dass man auf dem Château Bonnet mit Sauvignon Blanc umzugehen weiß, das versteht sich von selbst, doch mit dem Diane ist der Crew des Schlosses ein echter Coup gelungen. Los geht es mit der typisch blassgelben Farbe mit grünen Reflexen. Das Bouquet ist wunderbar intensiv, mit unglaublich frischen Aromen nach Passionsfrüchten, Zitrusfrüchten und weißer Nektarine. Ein aromatisch sehr komplexer Wein. Am Gaumen zuerst wiederum unglaublich frisch, wird dann im zweiten Eindruck rund, saftig und fruchtintensiv und gipfelt in einem schönen langen Nachgeschmack. Bordeaux meets Neuseeland, ein Muss für Sauvignon Blanc-Fans. ",12.20%,körperreich&vollmundig,Frankreich
170,CHÂTEAU DE ROCHEMORIN Blanc,2003,white,15.5,"Der weltweite Ruhm von Bordeaux gründet sich in erster Linie auf seine Rotweine, vielleicht auch noch auf edelsüße Weißweine, doch das ist nicht die ganze Wahrheit. Denn in der Appellation Péssac-Léognan entstehen auch trockene Weißweine auf höchstem Niveau, Weine wie der Château de Rochemorin, der aus hundertprozent Sauvignon Blanc vinifizert und in Barriques ausgebaut wird. Das ergibt einen ganz außergewöhnlichen Stil, der sich schon in der gelbgoldenen Farbe widerspiegelt. Das Duftrad zeigt Früchte wie weiße Pfirsiche und exotische Früchte, dazu gesellen sich feine Kräuternoten und dezente Aromen vom Fass wie Vanille und Butterkaramell. Am Gaumen verblüffend frisch, dabei eine profunde Struktur und viel reife Frucht zeigend. Auch im Nachhall mit großer Harmonie zwischen Frucht und Fass. Das ist Bordeaux Blanc vom Feinsten und passt exzellent zu Fisch mit buttrigen Saucen.",13.56%,körperreich&vollmundig,Frankreich
171,MONTAGNY 1er CRU Montcuchot,2002,white,15.5,"Denkt man an Burgunder, insbesondere an diejenigen, die mit den Ehrentitel „Premier Cru“ geadelt sind, dann glaubt man umgehend, es mit einem kostspieligen Wein zu tun zu haben. Doch das geht auch anders, wie die rührigen Vignerons de Buxy mit ihrem exzellenten Montcuchot eindrucksvoll beweisen. Das ist himmlischer Burgunder, bei dem der Preis erstaunlich bodenständig bleibt. Die durch und durch gelungene aktuelle Edition startet mit einer hellgelben Farbe und einem verblüffend feinen Bouquet nach Zitrusfrüchten (Pampelmuse, Mandarine), leicht mineralischen Aspekten und einer zarten Holznote nach Vanille. Auch am Gaumen sehr fein und frisch, elegant mit delikatem Fruchtausdruck und einem ganz leichten Touch Holz. Das Finish finessenreich, lang und animierend, hier zeigt sich, warum der Wein als Premier Cru unterwegs ist. ",13.81%,körperreich&vollmundig,Frankreich
172,JEAN GEILER Gewürztraminer,2013,white,16.7,"Großartiger Gewürztraminer, der die rare Grand Cru-Qualifizierung trägt und aus der Einzellage Florimont stammt. Feiner Duft nach Rosenblüten, Holunder und getrockneten Orangen. Am Gaumen fasziniert die Balance zwischen Fruchtsüße und feiner Weinsäure. Passt als Aperitif ebenso wie als Dessertwein.",12.04%,körperreich&vollmundig,Frankreich
173,POUILLY-FUMÉ Les Genièvres,2011,white,16.9,"Trifft der Name Saget auf die Appellation Pouilly-Fumé weist das den Weg zu einem rassigen Sauvignon Blanc-Rendezvous, an dessen Anfang ein funkelndes Strohgelb mit einem zarten grünen Rand steht. Das bestens fokussierte Bouquet weist begeisternden Aromen nach frisch geschnittenem Gras, schwarzen Johannisbeeren, frischen Kräutern und ebenjenem dezenten Ton Feuerstein auf, der den Pouilly-Fumé berühmt macht. Am Gaumen eine bedachte Mischung aus würziger Loire-Mineralik mit frischen Früchten, alles von einer prägnanten und sehr animierenden Weinsäure unterbaut. Der Nachhall saftig, fruchtig und einfach köstlich. Ein Old School Sauvignon Blanc, der auch New World Fans überzeugen könnte.",13.30%,aromatisch&fruchtbetont,Frankreich
